#        X=           Y=           S=           P=           U=           V=         Vel=           T=         mut=         hcv=          Ax=          Ay=       Yplus=
 1.0844E-03   4.1901E-03   4.3678E-03  -2.8952E+03   3.6920E+01   8.8651E+01   9.6031E+01   2.6238E+02   2.8494E-04   2.8682E+02   9.9463E+00   1.9062E+01   5.0673E+01
 1.3453E-03   4.6573E-03   4.9031E-03  -3.2164E+03   4.1562E+01   8.8978E+01   9.8206E+01   2.6240E+02   3.1401E-04   2.9769E+02   1.1543E+01   1.9744E+01   5.3384E+01
 1.6441E-03   5.1390E-03   5.4700E-03  -3.5473E+03   4.6184E+01   8.8864E+01   1.0015E+02   2.6242E+02   3.4624E-04   3.1078E+02   1.3319E+01   2.0455E+01   5.6622E+01
 1.9858E-03   5.6326E-03   6.0706E-03  -3.8433E+03   5.0637E+01   8.8188E+01   1.0169E+02   2.6244E+02   3.8189E-04   3.2596E+02   1.5242E+01   2.1152E+01   6.0469E+01
 2.3709E-03   6.1387E-03   6.7066E-03  -4.0644E+03   5.4851E+01   8.7053E+01   1.0289E+02   2.6247E+02   4.1967E-04   3.4294E+02   1.7269E+01   2.1847E+01   6.4816E+01
 2.8012E-03   6.6566E-03   7.3802E-03  -4.2812E+03   5.8823E+01   8.5569E+01   1.0384E+02   2.6249E+02   4.5984E-04   3.6187E+02   1.9452E+01   2.2533E+01   6.9681E+01
 3.2800E-03   7.1851E-03   8.0934E-03  -4.4595E+03   6.2534E+01   8.3765E+01   1.0453E+02   2.6253E+02   5.0090E-04   3.8163E+02   2.1717E+01   2.3141E+01   7.4863E+01
 3.8086E-03   7.7243E-03   8.8486E-03  -4.6169E+03   6.5989E+01   8.1717E+01   1.0503E+02   2.6257E+02   5.4155E-04   4.0147E+02   2.4022E+01   2.3636E+01   8.0148E+01
 4.3900E-03   8.2728E-03   9.6481E-03  -4.7591E+03   6.9194E+01   7.9429E+01   1.0534E+02   2.6261E+02   5.8034E-04   4.2030E+02   2.6309E+01   2.3921E+01   8.5297E+01
 5.0280E-03   8.8286E-03   1.0494E-02  -4.8735E+03   7.2043E+01   7.6839E+01   1.0533E+02   2.6266E+02   6.1614E-04   4.3700E+02   2.8439E+01   2.3925E+01   9.0118E+01
 5.7251E-03   9.3910E-03   1.1390E-02  -4.9245E+03   7.4465E+01   7.3967E+01   1.0496E+02   2.6271E+02   6.4677E-04   4.5033E+02   3.0248E+01   2.3632E+01   9.4277E+01
 6.4829E-03   9.9604E-03   1.2338E-02  -4.9362E+03   7.6500E+01   7.0949E+01   1.0434E+02   2.6277E+02   6.7112E-04   4.5998E+02   3.1696E+01   2.3096E+01   9.7599E+01
 7.3037E-03   1.0537E-02   1.3341E-02  -4.9332E+03   7.8254E+01   6.7905E+01   1.0361E+02   2.6283E+02   6.8903E-04   4.6600E+02   3.2819E+01   2.2362E+01   1.0004E+02
 8.1903E-03   1.1120E-02   1.4403E-02  -4.9333E+03   7.9771E+01   6.4833E+01   1.0279E+02   2.6289E+02   7.0106E-04   4.6867E+02   3.3632E+01   2.1471E+01   1.0168E+02
 9.1457E-03   1.1710E-02   1.5525E-02  -4.9098E+03   8.1041E+01   6.1784E+01   1.0191E+02   2.6296E+02   7.0814E-04   4.6856E+02   3.4165E+01   2.0479E+01   1.0263E+02
 1.0173E-02   1.2305E-02   1.6713E-02  -4.8871E+03   8.2108E+01   5.8748E+01   1.0096E+02   2.6303E+02   7.1123E-04   4.6625E+02   3.4470E+01   1.9422E+01   1.0302E+02
