#        X=           Y=           S=           P=           U=           V=         Vel=           T=         mut=         hcv=          Ax=          Ay=       Yplus=
 1.7389E-01  -5.5589E-02  -1.9048E-01  -9.6990E+01   2.5770E+00  -2.0311E-01   2.5849E+00   2.6204E+02   8.7936E-13   4.7023E+03   8.5590E+00  -6.7460E-01   1.2206E+00
 1.6389E-01  -5.4757E-02  -1.8044E-01  -7.2205E+01   2.5861E+00  -2.2747E-01   2.5961E+00   2.6204E+02   8.8371E-13   4.7023E+03   8.5893E+00  -7.5552E-01   1.2232E+00
 1.5434E-01  -5.3872E-02  -1.7085E-01  -4.5132E+01   2.5933E+00  -2.5244E-01   2.6055E+00   2.6204E+02   8.8612E-13   4.7023E+03   8.6132E+00  -8.3843E-01   1.2254E+00
 1.4521E-01  -5.2941E-02  -1.6168E-01  -1.5710E+01   2.5983E+00  -2.7793E-01   2.6131E+00   2.6204E+02   8.8641E-13   4.7023E+03   8.6299E+00  -9.2311E-01   1.2272E+00
 1.3651E-01  -5.1969E-02  -1.5293E-01   1.5912E+01   2.6009E+00  -3.0385E-01   2.6186E+00   2.6204E+02   8.8437E-13   4.7023E+03   8.6387E+00  -1.0092E+00   1.2285E+00
 1.2822E-01  -5.0959E-02  -1.4457E-01   4.9705E+01   2.6015E+00  -3.3024E-01   2.6224E+00   2.6204E+02   8.8013E-13   4.7023E+03   8.6405E+00  -1.0969E+00   1.2294E+00
 1.2032E-01  -4.9916E-02  -1.3660E-01   8.5509E+01   2.6005E+00  -3.5719E-01   2.6249E+00   2.6204E+02   8.7380E-13   4.7024E+03   8.6372E+00  -1.1863E+00   1.2299E+00
 1.1280E-01  -4.8843E-02  -1.2901E-01   1.2381E+02   2.5977E+00  -3.8485E-01   2.6261E+00   2.6204E+02   8.6510E-13   4.7024E+03   8.6280E+00  -1.2782E+00   1.2302E+00
 1.0565E-01  -4.7745E-02  -1.2178E-01   1.6473E+02   2.5926E+00  -4.1298E-01   2.6253E+00   2.6204E+02   8.5375E-13   4.7024E+03   8.6109E+00  -1.3717E+00   1.2300E+00
 9.8858E-02  -4.6624E-02  -1.1489E-01   2.0832E+02   2.5847E+00  -4.4144E-01   2.6221E+00   2.6204E+02   8.3975E-13   4.7024E+03   8.5847E+00  -1.4662E+00   1.2293E+00
 9.2406E-02  -4.5485E-02  -1.0834E-01   2.5421E+02   2.5744E+00  -4.7012E-01   2.6169E+00   2.6204E+02   8.2307E-13   4.7024E+03   8.5505E+00  -1.5615E+00   1.2281E+00
 8.6282E-02  -4.4330E-02  -1.0211E-01   3.0276E+02   2.5616E+00  -4.9924E-01   2.6098E+00   2.6204E+02   8.0367E-13   4.7024E+03   8.5081E+00  -1.6582E+00   1.2264E+00
 8.0475E-02  -4.3162E-02  -9.6182E-02   3.5374E+02   2.5464E+00  -5.2862E-01   2.6007E+00   2.6204E+02   7.8139E-13   4.7024E+03   8.4576E+00  -1.7558E+00   1.2242E+00
 7.4971E-02  -4.1984E-02  -9.0553E-02   4.0751E+02   2.5287E+00  -5.5843E-01   2.5896E+00   2.6204E+02   7.5613E-13   4.7024E+03   8.3988E+00  -1.8548E+00   1.2216E+00
 6.9759E-02  -4.0797E-02  -8.5208E-02   4.6417E+02   2.5080E+00  -5.8845E-01   2.5761E+00   2.6204E+02   7.2776E-13   4.7024E+03   8.3302E+00  -1.9545E+00   1.2184E+00
 6.4826E-02  -3.9605E-02  -8.0133E-02   5.2370E+02   2.4845E+00  -6.1861E-01   2.5603E+00   2.6204E+02   6.9633E-13   4.7025E+03   8.2520E+00  -2.0547E+00   1.2147E+00
 6.0162E-02  -3.8410E-02  -7.5318E-02   5.8644E+02   2.4574E+00  -6.4879E-01   2.5416E+00   2.6204E+02   6.6191E-13   4.7025E+03   8.1622E+00  -2.1549E+00   1.2103E+00
 5.5753E-02  -3.7212E-02  -7.0749E-02   6.5181E+02   2.4273E+00  -6.7877E-01   2.5205E+00   2.6204E+02   6.2459E-13   4.7025E+03   8.0623E+00  -2.2545E+00   1.2052E+00
 5.1591E-02  -3.6014E-02  -6.6417E-02   7.2044E+02   2.3942E+00  -7.0895E-01   2.4970E+00   2.6204E+02   5.8434E-13   4.7025E+03   7.9525E+00  -2.3548E+00   1.1996E+00
 4.7662E-02  -3.4818E-02  -6.2311E-02   7.9231E+02   2.3568E+00  -7.3865E-01   2.4699E+00   2.6204E+02   5.4106E-13   4.7026E+03   7.8282E+00  -2.4534E+00   1.1930E+00
 4.3958E-02  -3.3624E-02  -5.8419E-02   8.6711E+02   2.3155E+00  -7.6777E-01   2.4394E+00   2.6204E+02   4.9447E-13   4.7026E+03   7.6909E+00  -2.5502E+00   1.1857E+00
 4.0469E-02  -3.2434E-02  -5.4733E-02   9.4562E+02   2.2690E+00  -7.9624E-01   2.4047E+00   2.6204E+02   4.4428E-13   4.7026E+03   7.5367E+00  -2.6448E+00   1.1772E+00
